Name,Station or Publication,Date Used,Year,Month,Location,Program?,Program Content,Source,RTC,Graphic Used,Logged By,RT,TW,FB,Other Social Media,Online Article,How was it found first?,MW,On Air,Time of Airing,On Air,Time of Airings,How was TV Found?,IQ Graphic Notes,Audience Size,Publicity Value,Connects to Climate Change on Air?,Total CC Hits,Total CM Hits,Total CMN Hits,Spanish?,Download?,Comments,Link to online content,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cassie Wilson,KRNV/ABC,9/24/20,2020,September,NV,CM,2020FallPackage,CM,,2020FallPackage_AvgT,"Kristie, Kelly",0,1,1,0,0,TweetDeck,,0,,0,,,,,,,2,2,0,,,,https://twitter.com/CassieWilsonWX/status/1309311546112184321,https://www.facebook.com/CassieWilsonWeather/posts/2510661655892216?__xts__%5B0%5D=68.ARCPB9OhD1B1zynaSuFakU23VDtsi1B3m_pxilXqau5vnqD4krC-24YWz0JbzT8DEFgFroSH6Y4yVFsp4J62K7enJsVdXaf873zP1J3RUu5rG54hRbE_v7Ch7m6rYQN8vcirTErWRTGeXZIzKaeTMMZqYh5rL7VGNutjw8P-PNhDePcLfvIEnBJyeAE8g7oCQU7yA3nAcCl8ScRVhRiMdk84JHvMePIq1tCpWSkxDWxjs5_0pq7WwR1uK7wxWxBubSIVrD95mi6lT74d7S-a28JC3smL9Y3NkmfQ98kxi_6LjKUeVjAA9Vmovr37ZJs_GgebWo7txaRJGaGCtSAIs0gtd8Rz&__tn__=-R,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cecy del Carmen,WNEU/Telemundo,9/13/20,2020,September,MA,CM,2020WesternWildfires,CM,,,Lisa,0,0,0,0,0,,,0,,1,10:02 AM,IQ,Lost,86814,1672,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cecy del Carmen,WNEU/Telemundo,9/15/20,2020,September,MA,CM,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,Sean guest NWA speaker,https://twitter.com/SeanSublette/status/1305849594761416706/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cecy del Carmen,NECN/NBC,9/27/20,2020,September,MA,CM,2020HurricanesII,CM,,"2020Hurricanes_OceanT, 2020Hurricanes_US, 2020Hurricanes_Global",Lisa,0,0,0,0,0,,,0,,1,6:16 AM,IQ,Lost,0,0,Y,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cecy del Carmen,WBTS/NBC,9/27/20,2020,September,MA,CM,2020HurricanesII,CM,,"2020Hurricanes_OceanT, 2020Hurricanes_US, 2020Hurricanes_Global",Lisa,0,0,0,0,0,,,0,,1,6:16 AM,IQ,Lost,26829,517,Y,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Roop,WCTV/CBS,9/22/20,2020,September,FL,CM,2020WesternWildfires,CM,,2020Wildfire_TotalAcresBurned,Lisa,0,0,0,0,0,,,0,,1,5:45 PM,IQ,Found,15740,186,Y,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Roop,WCTV/CBS,9/24/20,2020,September,FL,CM,2020HurricanesII,CM,,2020Hurricanes_OceanT,Lisa,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/SeanSublette/status/1308775366572552192/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Roop,WCTV/CBS,9/25/20,2020,September,FL,CM,2019Tornadoes,CM,,2019Tornadoes_zone,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/SeanSublette/status/1309481821097336832/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Roop,WCTV/CBS,9/30/20,2020,September,FL,CM,2020FallPackage,CM,,2020FallPackage_AvgT,"Lisa, Kelly",0,0,1,0,0,,,0,,1,5:47 PM,IQ,Found,15397,182,,2,2,0,,,,https://twitter.com/CharlesRoopWCTV/status/1311437531624468480,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheryl Nelson,WTKR/CBS,9/30/20,2020,September,VA,CM,2020PowerOutages,CM,,2020PowerOutages_Map,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/CherylNelsonTV/status/1311338929115803648,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chole Jones,Arizona Republic,9/27/20,2020,September,AZ,,2019Warming,CC,,,Kristie,0,0,0,0,1,Google Alert,,0,,0,,,,,,,1,0,0,,,,https://www.azcentral.com/story/news/local/arizona-breaking/2020/09/27/phoenix-2nd-hottest-year-ever-hits-130-days-over-100-degrees/3557087001/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Cherniak,KPCW/NPR,9/15/20,2020,September,UT,,,CC,,,Lisa,0,0,0,0,2,Google Alert,MW,1,podcast,0,,,,,,,3,0,0,,,Interview with Sean for episode of 'This Green Earth',https://www.kpcw.org/post/how-long-term-climate-change-fueling-fire-seasons#stream/0,https://www.newsbreak.com/news/2061261497125/how-long-term-climate-change-is-fueling-fire-seasons,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Gilson,News 13 Central Florida,9/21/20,2020,September,FL,CM,2020Records,CM,,2020Records_Map,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/MaureenMcCann13/status/1307994782413840384/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Gloninger,WBTS/NBC,9/8/20,2020,September,MA,CM,,CC,,,Kristie,0,1,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/ChrisGNBCBoston/status/1303384418938126338,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Gloninger,WBTS/NBC,9/9/20,2020,September,MA,CM,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/SeanSublette/status/1303722191448608768/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Gloninger,NECN/NBC,9/11/20,2020,September,MA,CM,2020WesternWildfires,CM,,2020Wildfire_TotalAcresBurned,Kristie,0,1,0,0,0,TweetDeck,,0,,9,"11:03am, 12:02pm, 1:02pm, 2:02pm, 3:02pm, 4:02pm, 5:02pm, 6:02pm, 7:02pm",IQ,Found,0,0,Y,10,10,0,,,,https://twitter.com/ChrisGNBCBoston/status/1304545073867165697,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NECN/NBC,9/11/20,2020,September,MA,CM,2020WesternWildfires,CM,,2020Wildfire_TotalAcresBurned,Kristie,2,0,0,0,0,Repost,,0,,0,,,,,,,2,2,0,,,,https://twitter.com/ChrisGNBCBoston/status/1304545073867165697/retweets,https://twitter.com/ChrisGNBCBoston/status/1304545073867165697/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Gloninger,WBTS/NBC,9/12/20,2020,September,MA,CM,2020WesternWildfires,CM,,2020Wildfire_TotalAcresBurned,Kristie,0,0,0,0,0,,,0,,1,11:15 PM,IQ,Found,100472,5274,Y,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Gloninger,WBTS/NBC,9/30/20,2020,September,MA,CM,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/BernadetteWoods/status/1311429386302783490/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NECN/NBC,9/30/20,2020,September,MA,CM,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/BernadetteWoods/status/1311429386302783490/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Zelman,WALB/NBC,9/24/20,2020,September,GA,CM,2020HurricanesII,CM,,2020Hurricanes_OceanT,Lisa,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/SeanSublette/status/1308775366572552192/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clarisa Diaz,Science Friday,9/4/20,2020,September,NY,,2020SummerPackage,CM,,2020SummerPackage_MinT,Kristie,1,1,0,0,2,Google Alert,,0,,0,,,,,,,4,4,0,,,,https://www.sciencefriday.com/segments/creating-urban-forest/,https://www.newsbreak.com/new-york/new-york/news/2054177691314/nycs-trees-a-natural-defense-against-heat-but-not-equally-shared,https://twitter.com/scifri/status/1301953183791681539/retweets,https://twitter.com/Clarii_D/status/1301972991677468673,,,,,,,,,,,,,,,,,,,,,,,,,
,Science Friday,9/4/20,2020,September,NY,,2020SummerPackage,CM,,,Kristie,1,2,1,0,0,Google Alert,,0,,0,,,,,,,4,4,0,,,,https://www.facebook.com/scifri/posts/10157876391938403,https://twitter.com/scifri/status/1301953183791681539,https://twitter.com/Clarii_D/status/1301972991677468673/retweets,https://twitter.com/scifri/status/1304134250875289600,,,,,,,,,,,,,,,,,,,,,,,,,
Cody Nickel,WRBL/CBS,9/21/20,2020,September,GA,CM,2020ArcticMin,CM,,2020ArcticMin,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/cnickelWRBL/status/1308168454260875269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cristina Yuste,,9/19/20,2020,September,,,2020Records,CM,,,Kristie,0,0,0,0,4,Meltwater,,0,,0,,,,,,,4,4,0,,,,https://www.efeverde.com/noticias/el-activismo-contra-el-cambio-climatico-vuelve-a-las-redes-y-las-calles/,https://elnacional.com.do/el-activismo-contra-el-cambio-climatico-vuelve-a-las-redes-y-las-calles/,https://www.ecoportal.net/paises/regreso-activismo-ambiental/,https://diarioadn.co/noticias/vida-regresan-protestas-en-el-mundo-contra-el-cambio-climatico+articulo+16893073,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Henry,Suncoast News Network/Independent,9/2/20,2020,September,FL,CM,2020FallPackage,CM,,2020FallPackage_AvgT,"Kelly, Kristie",0,1,1,0,0,Tag,,0,,0,,,,,,,2,2,0,,,,https://www.facebook.com/danhenryweather/photos/a.1719250334977882/2753078974928341/?type=3&av=57984115023&eav=Afbt-6OiTj81SCRsRYRrB_OW0hyUYLaNRtOlx9aUq49RORowDQUKpX7ORxK9UOflg84&__xts__%5B0%5D=68.ARA6WdmwCy63vPIPoqbVbEke5nYcYKBd85JKIa5X2h2F4BxtRNahPoJYje4ZRb7Yu0Ce0-e3asgGK1iwMEzvGRo2hD0hKwrCmL2GijXg-GxBeaaz_ZjScSEbraYzeX9GSJkwo1txkg3N3T7PhmMfd0SEW8CZ0TywMQVrp_P_5O8hqENarq2VxdS3le-EY2lR1kjj_ooKcXPMCEjAdV7RN96zdRBYTxSJZMlE3Na6b1I8Xr1uN-szKxKgIeSLVwYF8XjbLCCFy3HhrWiqO0cnmWPqNvcXtBDE3adCHBjSakjK1yiVzUeDGRMGbgp4wkDIEajaAkI&__tn__=-R,https://twitter.com/DanHenryWeather/status/1301196284855021569,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Satterfield,WBOC/CBS,9/8/20,2020,September,MD,CM,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/SeanSublette/status/1303445282848415754/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Taylor,The Japan Times,9/4/20,2020,September,Japan,,2020OHW,CM,,,Kristie,0,1,0,0,1,Google Alert,MW,0,,0,,,,,,,2,2,0,,,,https://www.japantimes.co.jp/news/2020/09/04/national/typhoon-haishen-approaches-japan/,https://twitter.com/japantimes/status/1301720398745264129,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danielle Venton,KQED/NPR,9/9/20,2020,September,CA,CMN,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/johnupton/status/1303707796542816259/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daphne Ewig-Chow,Forbes,9/30/20,2020,September,National,,2020OHW,CM,,2020OHW_Temp,Kristie,0,0,0,0,3,Meltwater,,0,,0,,,,,,,3,3,0,,,,https://www.forbes.com/sites/daphneewingchow/2020/09/30/marine-heat-waves-are-putting-caribbean-fisheries-in-hot-water/#4230142a4691,https://internewscast.com/marine-heat-waves-are-putting-caribbean-fisheries-in-hot-water/,https://www.newsbreak.com/news/2072836743846/marine-heat-waves-are-putting-caribbean-fisheries-in-hot-water,,,,,,,,,,,,,,,,,,,,,,,,,,
Darren Peck,KPIX/CBS,9/6/20,2020,September,CA,CM,2020SmokeWaves,CM,,2020SmokeWaves_Map,Lisa,0,0,0,0,0,,,0,,1,6:52 PM,IQ,Lost,121441,5131,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Caulfield,WBND/ABC,9/28/20,2020,September,IN,CM,"2020ArcticMin, 2019IPCCOcean",CM,,"2020ArcticMin, 2019IPCCOcean","Kristie, Kelly",0,1,1,0,1,TweetDeck,,0,,2,"5:21pm, 5:51pm",Broad search,Station,0,0,Y,5,5,0,,,Clip saved on CR under 2020ArcticMin,https://www.abc57.com/news/arctic-sea-ice-near-record-low,https://twitter.com/DaveCaulfield_/status/1310716686501322754,https://www.facebook.com/davecaulfieldmet/posts/1388661601330041?__xts__%5B0%5D=68.ARCoHqJVinLUsmue6Y4Quq_oXlXiDG45bqlVX_z2IrlSxRxfQf4fJq0yFfTWsnPUO5N4wHYH2_AbAuFsb2w0-4lZb8FWVl47_vcgqJPgcQF2C9bYHBLLlOa5hC-nBmviFwlmWLGZ-Gv1mF9kB6tcP4cUsnnsZUP6s84zz7Zq8pFzin45FgrMcmRo9-O9UShyOisers4snT1XL2cAS0IJRMwvCP2CnGc6SjhDd_0fda443RxiAk-ocqQAoXow3y0kT1xU9--heSxADCRGH1xB13-jRaBwN7RSbE6uc4xEedH9FvqdBlAiNshgqPHYHsday4zZWR7L-1RhBrXBWiizLm_XiQ&__tn__=-R,,,,,,,,,,,,,,,,,,,,,,,,,,
,WBND/ABC,9/28/20,2020,September,IN,,2020ArcticMin,CM,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/DaveCaulfield_/status/1310716686501322754/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Hovde,KSBY/NBC,9/9/20,2020,September,CA,CM,2020WesternWildfires,CM,,2020Wildfire,Kristie,0,1,1,0,0,TweetDeck,,0,,0,,,,,,,2,2,0,,,,https://twitter.com/tvdave/status/1303768680065572864,https://www.facebook.com/TVDaveHovde/photos/a.416483028426313/4243969899010921,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Hovde,KSBY/NBC,9/21/20,2020,September,CA,CM,2020Records,CM,,2020Records,Kristie,0,1,1,0,0,TweetDeck,,0,,0,,,,,,,2,2,0,,,,https://twitter.com/tvdave/status/1308176987131961345,https://www.facebook.com/TVDaveHovde/photos/a.416483028426313/4306000366141207/?__cft__[0]=AZXdLsePrHUoyzoOaxIGT_sdAp6Bh1lFi_-RIi1Fy3a4yXAoa4pxiyC7XIfLRqrEBpMycRiJ8UGAURlDnlhsBzechnUzHiUynbpiLiCZfh-k3LodmOwHnXEwv1fs--g39Na6TAg-PA9OTO0YBR5on_GpHCACQuD1ChT2ODLfaBftLQdLzaStGsiveJlKpFvnwVuljQU5dPtZ4jbAXvUKqznt&__tn__=%2CO%2CP-R,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Hovde,KSBY/NBC,9/21/20,2020,September,CA,CM,2020ArcticMin,CM,,2020ArcticMin,Lisa,0,1,1,0,0,Broad search,,0,,0,,,,,,,2,2,0,,,,https://www.facebook.com/TVDaveHovde/photos/a.416483028426313/4305722856168958/?__cft__[0]=AZXj4tRC2dgBk05VaetBTdjhUBfjHHZn-th-IQLgk9CskSpesUagZS4A-7F1Uyb-qPcAtdzJsSGzZ_Dk87Cb2hgUOUI2tShug_L-55H-TwvWl1VliAYahtURLfDz8QL50EPgIVcKESsdtrRirhU0mlBoUp90bziVmKiKaNF0uMdTVTfgrzNikWOLPEy_6zUZcu1seWzbrCmw8olZmjMjKfRG&__tn__=%2CO%2CP-R,https://twitter.com/tvdave/status/1308153246758961153,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Nussbaum,WWL/CBS,9/24/20,2020,September,LA,CM,2020HurricanesII,CM,,,Lisa,0,1,1,0,0,Tag,,0,,0,,,,,,,2,2,0,,,,https://twitter.com/Dave_Nussbaum/status/1309120266396676101,https://www.facebook.com/MeteorologistDaveNussbaum/posts/3202469199808480?__cft__[0]=AZWZldRZz-Pbj0gGA-GEHm9D6q_aFiCneoTBp-VmVFpb9FJMC7uqn9qHvYbAXsqEJTxOQpSF7IzLw_Rsxu9L_IzXogccwa10xDJBR7pVTnJEhJYqntJtLjE9qQE_ehVqlq5Jzzrm5Dq17mpNBPR6u1M8Zz3cxB00s94wJRjO7wYABZXHR9zPdhv0fKm6oxPI8Y4&__tn__=%2CO%2CP-R,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WWL/CBS,9/24/20,2020,September,LA,,2020HurricanesII,CM,,,Lisa,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/Dave_Nussbaum/status/1309120266396676101/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dave Williams,WCIV/ABC,9/3/20,2020,September,SC,CM,2019HeatIndex,CM,,2019HeatIndex_ExtremeCaution,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/SStevensWCIV/status/1301652213408899072/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Schechter,WFAA/ABC,9/16/20,2020,September,TX,CMN,2020Records,CMN,,,Lisa,0,1,0,0,0,Tag,,0,,0,,,,,,,1,1,1,,,,https://twitter.com/DavidSchechter/status/1306268994354241536,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Yeomans,KXAN/ABC,9/11/20,2020,September,TX,CM,"2020WesternWildfires, 2020SmokeWaves",CM,,"2017WildfireAirQuality, 2020Wildfire_TotalAcresBurned, 2020SmokeWaves_Map",Kelly,0,0,1,0,0,Tag,,0,,3,"4:32am, 5:32am, 6:32am",IQ,Found,42471,604,,4,4,0,,,,https://www.facebook.com/DavidYeomansWX/videos/351439572895421/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Yeomans,KNVA/CW,9/11/20,2020,September,TX,CM,"2020WesternWildfires, 2020SmokeWaves",CM,,"2017WildfireAirQuality, 2020Wildfire_TotalAcresBurned, 2020SmokeWaves_Map",Lisa,0,0,0,0,0,,,0,,1,6:33 AM,Broad search,Station,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deb Krol,Arizona Republic,9/1/20,2020,September,AZ,CMN,"2019Warming, 2020DaysAbove",CMN,,,Kristie,0,0,0,0,2,Meltwater,MW,0,,0,,,,,,,2,2,2,,,,https://www.lavozarizona.com/story/noticias/2020/09/01/el-intenso-calor-de-arizona-cada-vez-esta-matando-mas-personas/5662411002/,http://usatoday.newspaperdirect.com/epaper/showarticle.aspx?article=949d2a5a-c60e-46fb-b5b1-66ae4df69292,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deb Krol,Arizona Republic,9/4/20,2020,September,AZ,CMN,"2019WarmSummerNights, 2019Warming",CMN,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,1,,,,https://twitter.com/ByIanJames/status/1301920090531663872/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dharna Noor,Gizmodo,9/4/20,2020,September,National,,2020CDD,CM,,2020CDD,Lisa,0,1,0,0,6,Google Alert,MW,0,,0,,,,,,,7,7,0,,,,https://earther.gizmodo.com/a-plan-to-cool-us-down-without-burning-up-the-planet-1844949946,https://www.newsbreak.com/amp/samsung-daily/n/0Ws8y4Bl,https://twitter.com/dharnanoor/status/1301912223242235905,https://www.msn.com/en-us/weather/topstories/a-plan-to-cool-us-down-without-burning-up-the-planet/ar-BB18IcmF,https://www.msn.com/en-ca/weather/topstories/a-plan-to-cool-us-down-without-burning-up-the-planet/ar-BB18IcmF,https://www.gizmodo.com.au/2020/09/a-plan-to-cool-us-down-without-burning-up-the-planet/,https://www.nach-welt.com/ein-plan-um-uns-abzukuhlen-ohne-den-planeten-zu-verbrennen/,,,,,,,,,,,,,,,,,,,,,,
,Earther (Gizmodo),9/4/20,2020,September,National,,2020CDD,CM,,,Kristie,0,7,0,0,0,Google Alert,,0,,0,,,,,,,7,7,0,,,,https://twitter.com/EARTH3R/status/1303334282287603713,https://twitter.com/EARTH3R/status/1305516914786041858,https://twitter.com/EARTH3R/status/1303141508116348929,https://twitter.com/Gizmodo/status/1301913391397851137,https://twitter.com/EARTH3R/status/1304050250773127168,https://twitter.com/EARTH3R/status/1302771319260446720,https://twitter.com/Gizmodo/status/1302011062045343745,,,,,,,,,,,,,,,,,,,,,,
Don Paul,Buffalo News,9/10/20,2020,September,NY,CM,2020WesternWildfires,CM,,2020Wildfire,Kristie,1,0,0,0,1,Repost,,0,,0,,,,,,,2,2,0,,,,https://twitter.com/ClimateCentral/status/1304125487053074432/retweets,https://buffalonews.com/weather/don-paul-arctic-sea-ice-bottoms-out-affects-entire-northern-hemisphere/article_f1949f2c-fdc8-11ea-b464-a313e4d2bef4.html,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doug Kammerer,WRC/NBC,9/23/20,2020,September,DC,CM,2020HurricanesII,CM,,"2020Hurricanes_OceanT, 2020Hurricanes_US, 2020Hurricanes_Global",Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/HurricaneNBC10/status/1308922544939036674/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Editorial Board,The New York Times,9/19/20,2020,September,National,,Zillow Report,SLR,,,"Kelly, Kristie",0,3,0,0,3,Email,,0,,0,,,,,,,0,0,0,,,,https://www.nytimes.com/2020/09/19/opinion/sunday/fires-hurricanes-climate-change-homes.html,https://twitter.com/nytopinion/status/1307465920265293824,https://twitter.com/nytopinion/status/1307443491862179844,https://twitter.com/nytopinion/status/1307762539955212291,https://dnyuz.com/2020/09/19/after-fire-and-floods-glimmers-of-hope/,https://internewscast.com/after-fire-and-floods-glimmers-of-hope/,,,,,,,,,,,,,,,,,,,,,,,
Edward Ortiz,,9/16/20,2020,September,CA,CMN,2020Records,CMN,,2020Records_Map,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,1,,,,https://twitter.com/edwardortiz/status/1306271107511537665,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Efren Afante,WLTX/CBS,9/23/20,2020,September,SC,CM,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/BernadetteWoods/status/1308911241096724480,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elena Tabraue,WUVP/Univision,9/4/20,2020,September,TX,CM,2020FallPackage,CM,,2020FallPackage_AvgT,Lisa,0,0,0,0,0,,,0,,2,"6:14pm, 11:14pm",IQ,Found,72828,2174,Y,2,2,0,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elena Tabraue,KXLN/Univision,9/23/20,2020,September,TX,CM,2020HurricanesII,CM,,"2020Hurricanes_OceanT, 2020Hurricanes_US","Kristie, Kelly",0,1,1,1,0,TweetDeck,,0,,0,,,,,,,3,3,0,,,,https://twitter.com/elenatvtiempo/status/1308874663347580935,https://www.facebook.com/elenatvtiempo/posts/1804637863010200?__xts__%5B0%5D=68.ARAjuaJ3OwJkZHaT47pKIiHB5Yac9aCA7aWAY8e1_BzMuoLmtBq0qkPig4wrR0u5P0XjSxYZiL3gBJP-iaj8Ayxdw1JK-bUTijLy12j9NL6ecXAyF6vddTIk0GchB54p9toBDOm5DotVJFAJ1yv5z0eEUgtY9I6-5fb7UP_0d6c2h4F8xOFv9hSGDuMAGeWNbTag6-Qr_sIukQFu2hj6RhG99GCT2VAM34ctclYBZLWDEKaTSA50yMLZq5UekBflY32aP-u9UPBPEd36jwdNlyWaOMdPMuM1TXo09M6AEYnH4d9xp9Y34yVlA0AiGVD-1UnoeOuH8gzui6Ubh3tas7IDcg&__tn__=-R,https://www.instagram.com/p/CFfmUm_BdhO/,,,,,,,,,,,,,,,,,,,,,,,,,,
Elisa Raffa,KOLR/CBS,9/3/20,2020,September,NC,CM,2020OHW,CM,,"2020OHW_Info, 2020OHW_Map, 2020OHW_Temp","Kelly, Kristie",0,2,1,0,0,Tag,,0,,0,,,,,,,3,3,0,,,,https://www.facebook.com/MeteorologistElisaRaffa/photos/a.498950023590842/1680090168810149/?type=3&av=57984115023&eav=AfamqEP_3fH23KFhQQWYP2LuPuQNDrlNj4_As7Lh0OUnbd1CX_s9UfLWHLREB9uEng8&__xts__%5B0%5D=68.ARDZ_vbjmGIPGHXYw3fA4o_IGrqaKqN344gJ5k886ngLc8SQSYcBQK5GAHlisKuIiooBat88nXfeTa_YMTETpH1gGtIvG3wCTF2mWynDpcSYJUa6yRB3U8nE9sMomPs1dWd9R8VjiUNUls-QQt-ewZs_xeeLjUUPR_QsLqQHMJh36uTS7hMoDFvcYnAyVDFy5qIPqztHqcSDi-gmiS3IdBo6Tm7Dx6CfW6RjzswM46Jw-0EpOfWGbT5PrGRWtQfyaDwf8WaAy_t5MiS5Glv2y894Y1RFOAs6sJ9hqBXhMtrtT_5z-eEvvuHVuHelWlmeE6Ll&__tn__=-R,https://twitter.com/Elisa_Raffa/status/1301519876302012417,https://twitter.com/Elisa_Raffa/status/1301519876302012417,,,,,,,,,,,,,,,,,,,,,,,,,,
Elisa Raffa,KOLR/CBS,9/3/20,2020,September,NC,CM,2020FallPackage,CM,,"2020FallPackage_Map, 2020FallPackage_AvgT","Kelly, Kristie",0,2,2,0,0,Tag,,0,,0,,,,,,,4,4,0,,,,https://www.facebook.com/MeteorologistElisaRaffa/photos/a.498950023590842/1680104918808674/?type=3&av=57984115023&eav=AfYoqMDkjVHKUO11-ldklJj5ZE097IKM8R-LpXWN88KiuP1qGyNPqddpc3RkUyaFEik&__xts__%5B0%5D=68.ARAdzZ3WTgYomdeeFI04RIPPn0WNdlLyfWLP2Kz8gpGM4lcK2Kw1AbygAvmnTLFdX6pQkuzfvseMOBBDL0CaZjqvNSoA5DLFHZbHiS7zl241upMQfRGtWQceUGfUYy-pkVkc1KRGkAtXHXd6oH6ZA6OB9BlQ4TComvMwdr66FcWvXpqFVpfT9Vsa2afAG8F3i4Lt5WxAtwnEuMKFeY-3rVJmXTUGhK13l33jqKsaO36O0TDXjE2H8nc-m4Vw_vXcBMaOnEkRzCK1BN9KbsScNqzZG-EnkpCG3TSYBK1jkb1sQCI-UCjVQ-xEH7alYavmi7ue&__tn__=-R,https://www.facebook.com/MeteorologistElisaRaffa/posts/1680101862142313?__xts__%5B0%5D=68.ARAWe1tGZSodCQcy42CLSFCAVaKn_CGwIB69A-yekmPwuA75ZmJZhwU-8R8OtWb55GKiFCFEDvxCT2bk18jLOqSOCIK2SCRcmxKTjzH_jEehyLktvVwxBy4ZvtdHLxF4rTV193AhYwHNaAa7z8-gSPWr-Zq-sFi7wuTHP0422QlP58-hxaYT3ksHTW-JXq-_a1jtQ6arMH7fvDcGg3h-co_1fVszHhu1e78fJ7_WW7vAM038yKOtua87G__2baEvivF0vTQfDPIiDf0cnb99PhvUDOHEK6-SRBjc1x0t2YvHYheUYrRskdmddoZTG4fIHrae&__tn__=-R,https://twitter.com/Elisa_Raffa/status/1301523700961992704,https://twitter.com/Elisa_Raffa/status/1301524682575929345,,,,,,,,,,,,,,,,,,,,,,,,,
